Wall time,Step,Value
1591336671.409893,0,0.7161277532577515
1591337045.322939,1,0.7886157035827637
1591337418.857336,2,0.8076563477516174
1591337791.575424,3,0.8148717284202576
1591338165.089137,4,0.8230892419815063
