Wall time,Step,Value
1591336671.409608,0,0.8625724911689758
1591337045.322678,1,0.6351406574249268
1591337418.857051,2,0.5841367840766907
1591337791.575071,3,0.5584166049957275
1591338165.088827,4,0.5334351062774658
